employee_id,performance_rating,compliance_status,bonus_percentage
EMP_30888,1,Non-Compliant,19.06
EMP_30889,4,Compliant,9.7
EMP_30890,2,Compliant,4.45
EMP_30891,4,Compliant,8.87
EMP_30892,3,Compliant,13.63
EMP_30893,2,Compliant,2.34
EMP_30894,4,Compliant,7.76
EMP_30895,1,Compliant,5.96
EMP_30896,3,Compliant,11.91
EMP_30897,2,Compliant,6.89
EMP_30898,3,Compliant,16.63
EMP_30899,5,Compliant,8.47
EMP_30900,2,Compliant,17.76
EMP_30901,1,Compliant,14.01
EMP_30902,3,Compliant,4.23
EMP_30903,3,Compliant,8.35
EMP_30904,2,Compliant,19.06
EMP_30905,5,Compliant,11.81
EMP_30906,2,Compliant,12.56
EMP_30907,2,Compliant,16.28
EMP_30908,2,Compliant,12.75
EMP_30909,5,Compliant,16.26
EMP_30910,5,Compliant,5.15
EMP_30911,4,Compliant,4.53
EMP_30912,4,Compliant,10.58
EMP_30913,5,Compliant,9.94
EMP_30914,3,Compliant,16.69
EMP_30915,4,Compliant,6.72
EMP_30916,4,Compliant,15.42
EMP_30917,4,Compliant,8.74
EMP_30918,5,Compliant,15.28
EMP_30919,1,Compliant,11.64
EMP_30920,3,Non-Compliant,2.96
EMP_30921,2,Compliant,13.89
EMP_30922,4,Compliant,0.2
EMP_30923,2,Compliant,13.28
EMP_30924,2,Compliant,15.45
EMP_30925,4,Compliant,10.28
EMP_30926,1,Compliant,10.3
EMP_30927,1,Compliant,5.83
EMP_30928,1,Compliant,15.13
EMP_30929,5,Compliant,15.15
EMP_30930,5,Non-Compliant,5.02
EMP_30931,4,Compliant,1.5
EMP_30932,5,Compliant,1.09
EMP_30933,1,Compliant,11.56
EMP_30934,4,Compliant,7.02
EMP_30935,2,Compliant,12.88
EMP_30936,3,Compliant,18.61
EMP_30937,5,Compliant,4.68
EMP_30938,1,Compliant,4.93
EMP_30939,3,Non-Compliant,15.44
EMP_30940,2,Compliant,7.6
EMP_30941,4,Compliant,17.04
EMP_30942,5,Compliant,9.78
EMP_30943,2,Non-Compliant,4.44
EMP_30944,1,Compliant,13.56
EMP_30945,4,Non-Compliant,8.61
EMP_30946,4,Compliant,9.87
EMP_30947,5,Compliant,15.11
EMP_30948,3,Compliant,9.68
EMP_30949,2,Compliant,2.01
EMP_30950,5,Compliant,12.64
EMP_30951,1,Compliant,12.39
EMP_30952,4,Compliant,8.46
EMP_30953,3,Compliant,14.11
EMP_30954,3,Compliant,9.36
EMP_30955,3,Compliant,13.82
EMP_30956,3,Compliant,9.6
EMP_30957,3,Compliant,3.1
EMP_30958,3,Compliant,2.4
EMP_30959,5,Compliant,9.86
EMP_30960,5,Compliant,6.07
EMP_30961,2,Compliant,10.51
EMP_30962,3,Compliant,0.9
EMP_30963,3,Compliant,8.85
EMP_30964,1,Non-Compliant,16.99
EMP_30965,3,Compliant,19.81
EMP_30966,1,Compliant,9.27
EMP_30967,2,Non-Compliant,8.82
EMP_30968,5,Non-Compliant,8.9
EMP_30969,2,Non-Compliant,4.04
EMP_30970,2,Compliant,6.88
EMP_30971,1,Compliant,14.76
EMP_30972,4,Compliant,18.8
EMP_30973,4,Compliant,10.12
EMP_30974,1,Compliant,3.2
EMP_30975,4,Compliant,15.4
EMP_30976,5,Compliant,15.47
EMP_30977,5,Compliant,8.54
EMP_30978,4,Compliant,17.71
EMP_30979,2,Compliant,8.3
EMP_30980,4,Compliant,10.79
EMP_30981,4,Compliant,16.32
EMP_30982,1,Non-Compliant,14.27
EMP_30983,1,Non-Compliant,11.65
EMP_30984,3,Non-Compliant,6.22
EMP_30985,1,Compliant,7.52
EMP_30986,1,Compliant,6.99
EMP_30987,2,Compliant,0.78
EMP_30988,3,Compliant,12.15
EMP_30989,1,Compliant,14.75
EMP_30990,2,Compliant,3.19
EMP_30991,2,Compliant,8.68
EMP_30992,4,Compliant,2.76
EMP_30993,4,Compliant,15.77
EMP_30994,4,Compliant,11.77
EMP_30995,1,Compliant,10.84
EMP_30996,5,Compliant,7.5
EMP_30997,4,Compliant,16.1
EMP_30998,1,Compliant,4.36
EMP_30999,4,Compliant,8.52
EMP_31000,4,Compliant,5.66
EMP_31001,2,Compliant,7.72
EMP_31002,5,Compliant,13.19
EMP_31003,1,Non-Compliant,13.98
EMP_31004,2,Compliant,10.59
EMP_31005,5,Compliant,16.38
EMP_31006,2,Non-Compliant,11.85
EMP_31007,5,Compliant,9.4
EMP_31008,3,Compliant,14.57
EMP_31009,1,Compliant,14.43
EMP_31010,4,Compliant,0.0
EMP_31011,2,Compliant,10.88
EMP_31012,5,Compliant,9.81
EMP_31013,2,Compliant,5.22
EMP_31014,2,Compliant,19.52
EMP_31015,2,Compliant,14.28
EMP_31016,4,Compliant,13.65
EMP_31017,4,Compliant,12.54
EMP_31018,1,Compliant,9.12
EMP_31019,5,Compliant,11.33
EMP_31020,3,Compliant,19.6
EMP_31021,1,Compliant,2.82
EMP_31022,1,Compliant,3.64
EMP_31023,1,Compliant,15.51
EMP_31024,2,Compliant,19.36
EMP_31025,5,Compliant,2.29
EMP_31026,5,Compliant,2.68
EMP_31027,4,Compliant,7.14
EMP_31028,5,Compliant,4.86
EMP_31029,3,Compliant,19.67
EMP_31030,1,Compliant,12.44
EMP_31031,1,Compliant,8.22
EMP_31032,4,Compliant,16.24
EMP_31033,5,Compliant,17.82
EMP_31034,1,Compliant,8.95
EMP_31035,2,Compliant,11.69
EMP_31036,1,Compliant,2.54
EMP_31037,1,Compliant,12.41
EMP_31038,2,Compliant,23.01
EMP_31039,1,Compliant,5.02
EMP_31040,4,Compliant,15.97
EMP_31041,1,Compliant,4.21
EMP_31042,5,Compliant,13.23
EMP_31043,3,Compliant,6.27
EMP_31044,4,Compliant,16.81
EMP_31045,5,Compliant,13.28
EMP_31046,2,Non-Compliant,6.29
EMP_31047,3,Compliant,2.65
EMP_31048,5,Compliant,6.63
EMP_31049,2,Compliant,12.98
EMP_31050,4,Compliant,10.51
EMP_31051,3,Compliant,3.74
EMP_31052,3,Non-Compliant,17.89
EMP_31053,1,Compliant,21.64
EMP_31054,2,Compliant,11.21
EMP_31055,2,Compliant,14.47
EMP_31056,4,Compliant,7.29
EMP_31057,3,Compliant,9.16
EMP_31058,5,Compliant,10.98
EMP_31059,5,Non-Compliant,6.86
EMP_31060,4,Compliant,2.91
EMP_31061,5,Non-Compliant,18.95
EMP_31062,2,Compliant,5.87
EMP_31063,2,Compliant,8.25
EMP_31064,5,Compliant,10.23
EMP_31065,5,Compliant,10.98
EMP_31066,1,Compliant,8.37
EMP_31067,2,Compliant,12.26
EMP_31068,2,Non-Compliant,3.93
EMP_31069,4,Compliant,8.34
EMP_31070,4,Non-Compliant,16.91
EMP_31071,3,Compliant,20.4
EMP_31072,2,Compliant,7.28
EMP_31073,4,Non-Compliant,9.58
EMP_31074,1,Compliant,2.74
EMP_31075,4,Compliant,12.26
EMP_31076,1,Compliant,2.84
EMP_31077,2,Compliant,19.05
EMP_31078,5,Compliant,12.62
EMP_31079,4,Non-Compliant,12.08
EMP_31080,4,Non-Compliant,11.05
EMP_31081,3,Compliant,5.84
EMP_31082,3,Compliant,3.22
EMP_31083,4,Non-Compliant,8.39
EMP_31084,3,Compliant,13.26
EMP_31085,1,Non-Compliant,5.01
EMP_31086,4,Compliant,9.1
EMP_31087,5,Compliant,16.12
EMP_31088,1,Compliant,14.74
EMP_31089,4,Non-Compliant,5.13
EMP_31090,4,Compliant,0.0
EMP_31091,2,Compliant,10.81
EMP_31092,3,Compliant,0.96
EMP_31093,4,Compliant,3.63
EMP_31094,4,Compliant,13.65
EMP_31095,2,Non-Compliant,3.67
EMP_31096,2,Compliant,14.95
EMP_31097,3,Compliant,12.97
EMP_31098,4,Compliant,11.29
EMP_31099,5,Compliant,3.86
EMP_31100,2,Compliant,14.2
EMP_31101,4,Compliant,6.51
EMP_31102,1,Non-Compliant,15.6
EMP_31103,2,Compliant,11.92
EMP_31104,3,Compliant,15.23
EMP_31105,5,Compliant,17.34
EMP_31106,1,Compliant,3.19
EMP_31107,3,Compliant,7.9
EMP_31108,5,Compliant,10.36
EMP_31109,3,Compliant,11.02
EMP_31110,3,Compliant,4.03
EMP_31111,5,Compliant,16.87
EMP_31112,5,Compliant,16.34
EMP_31113,5,Non-Compliant,12.44
EMP_31114,2,Non-Compliant,12.88
EMP_31115,3,Compliant,9.5
EMP_31116,1,Compliant,15.36
EMP_31117,1,Compliant,16.12
EMP_31118,1,Compliant,15.49
EMP_31119,4,Compliant,9.06
EMP_31120,1,Compliant,6.71
EMP_31121,1,Compliant,16.52
EMP_31122,4,Compliant,16.93
EMP_31123,1,Compliant,8.55
EMP_31124,5,Compliant,3.96
EMP_31125,1,Non-Compliant,0.0
EMP_31126,5,Compliant,3.84
EMP_31127,1,Non-Compliant,5.16
EMP_31128,2,Non-Compliant,12.41
EMP_31129,3,Compliant,10.39
EMP_31130,4,Compliant,1.03
EMP_31131,5,Compliant,15.26
EMP_31132,1,Compliant,16.36
EMP_31133,4,Compliant,15.44
EMP_31134,4,Compliant,12.19
EMP_31135,5,Compliant,7.89
EMP_31136,1,Compliant,3.37
EMP_31137,5,Compliant,5.1
EMP_31138,2,Non-Compliant,5.09
EMP_31139,4,Compliant,6.72
EMP_31140,5,Compliant,8.89
EMP_31141,4,Compliant,12.29
EMP_31142,4,Compliant,15.5
EMP_31143,2,Compliant,9.37
EMP_31144,4,Compliant,8.24
EMP_31145,2,Compliant,8.78
EMP_31146,5,Compliant,12.35
EMP_31147,5,Compliant,13.97
EMP_31148,5,Compliant,8.4
EMP_31149,2,Compliant,15.43
EMP_31150,4,Compliant,5.77
EMP_31151,1,Compliant,9.32
EMP_31152,1,Compliant,1.17
EMP_31153,4,Compliant,6.75
EMP_31154,1,Compliant,15.05
EMP_31155,4,Compliant,6.69
EMP_31156,2,Compliant,9.01
EMP_31157,2,Compliant,2.07
EMP_31158,5,Compliant,5.63
EMP_31159,5,Compliant,7.72
EMP_31160,4,Compliant,1.96
EMP_31161,2,Compliant,17.21
EMP_31162,5,Compliant,21.78
EMP_31163,4,Compliant,6.29
EMP_31164,5,Compliant,6.03
EMP_31165,4,Compliant,9.4
EMP_31166,2,Compliant,12.95
EMP_31167,5,Compliant,11.18
EMP_31168,3,Compliant,19.59
EMP_31169,4,Non-Compliant,4.91
EMP_31170,2,Compliant,10.49
EMP_31171,1,Compliant,13.15
EMP_31172,1,Compliant,18.89
EMP_31173,4,Compliant,11.07
EMP_31174,4,Compliant,10.36
EMP_31175,1,Non-Compliant,19.14
EMP_31176,1,Compliant,4.8
EMP_31177,2,Compliant,16.61
EMP_31178,1,Compliant,10.17
EMP_31179,5,Non-Compliant,14.48
EMP_31180,2,Compliant,8.17
EMP_31181,2,Compliant,10.94
EMP_31182,5,Compliant,5.78
EMP_31183,3,Compliant,7.89
EMP_31184,1,Compliant,0.0
EMP_31185,1,Compliant,18.61
EMP_31186,5,Compliant,3.73
EMP_31187,4,Compliant,7.19
EMP_31188,2,Compliant,5.95
EMP_31189,3,Compliant,2.48
EMP_31190,5,Compliant,10.09
EMP_31191,4,Non-Compliant,8.35
EMP_31192,5,Compliant,4.24
EMP_31193,2,Compliant,16.99
EMP_31194,3,Non-Compliant,8.56
EMP_31195,5,Compliant,5.77
EMP_31196,4,Compliant,9.35
EMP_31197,3,Compliant,21.85
EMP_31198,2,Compliant,2.74
EMP_31199,1,Compliant,12.62
EMP_31200,2,Compliant,18.56
EMP_31201,2,Compliant,17.26
EMP_31202,2,Compliant,10.23
EMP_31203,4,Compliant,15.52
EMP_31204,5,Compliant,0.0
EMP_31205,5,Compliant,13.99
EMP_31206,2,Compliant,4.53
EMP_31207,2,Compliant,10.26
EMP_31208,2,Compliant,4.77
EMP_31209,1,Compliant,13.97
EMP_31210,2,Compliant,7.95
EMP_31211,1,Compliant,21.25
EMP_31212,3,Compliant,16.54
EMP_31213,3,Compliant,10.32
EMP_31214,4,Compliant,7.64
EMP_31215,1,Compliant,9.2
EMP_31216,4,Non-Compliant,18.59
EMP_31217,4,Compliant,9.54
EMP_31218,5,Compliant,11.08
EMP_31219,5,Compliant,12.41
EMP_31220,4,Compliant,4.85
EMP_31221,5,Compliant,5.63
EMP_31222,2,Compliant,9.11
EMP_31223,4,Compliant,0.05
EMP_31224,2,Compliant,11.07
EMP_31225,4,Compliant,6.43
EMP_31226,3,Compliant,0.7
EMP_31227,2,Compliant,5.74
EMP_31228,3,Compliant,9.4
EMP_31229,1,Compliant,11.3
EMP_31230,2,Compliant,11.33
EMP_31231,5,Compliant,2.39
EMP_31232,2,Compliant,0.0
EMP_31233,3,Compliant,7.89
EMP_31234,2,Compliant,8.99
EMP_31235,3,Compliant,9.45
EMP_31236,2,Compliant,10.49
EMP_31237,3,Compliant,14.44
EMP_31238,4,Compliant,7.06
EMP_31239,5,Compliant,14.97
EMP_31240,4,Compliant,8.18
EMP_31241,4,Non-Compliant,13.56
EMP_31242,4,Non-Compliant,8.28
EMP_31243,2,Compliant,9.88
EMP_31244,2,Compliant,13.24
EMP_31245,3,Compliant,15.44
EMP_31246,1,Compliant,13.88
EMP_31247,5,Compliant,11.38
EMP_31248,1,Compliant,12.35
EMP_31249,2,Compliant,5.84
EMP_31250,4,Compliant,13.75
EMP_31251,3,Compliant,11.76
EMP_31252,4,Compliant,1.94
EMP_31253,1,Compliant,8.95
EMP_31254,2,Compliant,5.29
EMP_31255,5,Compliant,10.85
EMP_31256,1,Compliant,12.66
EMP_31257,2,Compliant,2.43
EMP_31258,2,Compliant,2.83
EMP_31259,4,Compliant,8.29
EMP_31260,3,Compliant,4.07
EMP_31261,3,Compliant,6.99
EMP_31262,4,Non-Compliant,11.71
EMP_31263,1,Compliant,8.6
EMP_31264,1,Compliant,16.07
EMP_31265,4,Compliant,7.83
EMP_31266,1,Compliant,11.68
EMP_31267,3,Compliant,10.43
EMP_31268,5,Compliant,17.34
EMP_31269,4,Compliant,15.44
EMP_31270,1,Compliant,5.62
EMP_31271,5,Compliant,0.53
EMP_31272,2,Compliant,13.57
EMP_31273,2,Compliant,14.15
EMP_31274,1,Compliant,9.29
EMP_31275,1,Compliant,4.33
EMP_31276,4,Compliant,8.06
EMP_31277,2,Compliant,4.34
EMP_31278,3,Compliant,4.46
EMP_31279,4,Compliant,6.09
EMP_31280,2,Compliant,7.74
EMP_31281,3,Compliant,15.03
EMP_31282,4,Compliant,7.15
EMP_31283,1,Compliant,3.78
EMP_31284,4,Compliant,5.74
EMP_31285,4,Compliant,10.35
EMP_31286,2,Compliant,8.81
EMP_31287,3,Compliant,2.65
EMP_31288,3,Compliant,16.25
EMP_31289,5,Compliant,8.92
EMP_31290,3,Non-Compliant,15.06
EMP_31291,3,Compliant,3.98
EMP_31292,5,Compliant,8.85
EMP_31293,4,Compliant,14.57
EMP_31294,5,Compliant,13.41
EMP_31295,5,Non-Compliant,14.44
EMP_31296,5,Compliant,12.46
EMP_31297,1,Compliant,12.62
EMP_31298,2,Compliant,8.64
EMP_31299,1,Compliant,18.81
EMP_31300,4,Compliant,7.97
EMP_31301,2,Compliant,11.51
EMP_31302,3,Compliant,16.76
EMP_31303,5,Compliant,0.0
EMP_31304,2,Compliant,13.67
EMP_31305,3,Non-Compliant,10.51
EMP_31306,5,Compliant,9.83
EMP_31307,1,Compliant,8.49
EMP_31308,1,Compliant,7.9
EMP_31309,5,Compliant,5.62
EMP_31310,5,Compliant,20.09
EMP_31311,1,Compliant,9.95
EMP_31312,4,Compliant,2.76
EMP_31313,4,Compliant,12.64
EMP_31314,3,Compliant,8.5
EMP_31315,2,Compliant,2.45
EMP_31316,2,Compliant,1.53
EMP_31317,2,Compliant,7.34
EMP_31318,1,Compliant,15.55
EMP_31319,3,Compliant,13.09
EMP_31320,4,Compliant,12.45
EMP_31321,3,Compliant,8.61
EMP_31322,4,Compliant,12.98
EMP_31323,3,Compliant,4.01
EMP_31324,3,Compliant,1.11
EMP_31325,1,Compliant,11.07
EMP_31326,5,Compliant,6.58
EMP_31327,1,Compliant,23.98
EMP_31328,2,Compliant,11.44
EMP_31329,2,Compliant,15.47
EMP_31330,5,Compliant,7.05
EMP_31331,4,Non-Compliant,12.64
EMP_31332,1,Compliant,11.58
EMP_31333,4,Non-Compliant,0.3
EMP_31334,2,Compliant,24.07
EMP_31335,4,Compliant,14.51
EMP_31336,2,Compliant,6.76
EMP_31337,3,Compliant,7.91
EMP_31338,5,Compliant,7.43
EMP_31339,3,Compliant,8.07
EMP_31340,3,Compliant,8.53
EMP_31341,5,Compliant,7.79
EMP_31342,3,Compliant,18.93
EMP_31343,3,Compliant,14.47
EMP_31344,3,Compliant,8.28
EMP_31345,1,Compliant,7.69
EMP_31346,5,Compliant,11.07
EMP_31347,1,Compliant,10.86
EMP_31348,4,Compliant,4.65
EMP_31349,5,Compliant,17.24
EMP_31350,1,Non-Compliant,7.72
EMP_31351,2,Compliant,19.56
EMP_31352,1,Compliant,17.3
EMP_31353,5,Compliant,2.26
EMP_31354,3,Compliant,8.19
EMP_31355,5,Compliant,8.39
EMP_31356,2,Compliant,9.84
EMP_31357,1,Compliant,11.2
EMP_31358,1,Compliant,10.27
EMP_31359,2,Compliant,12.48
EMP_31360,5,Compliant,3.29
EMP_31361,2,Non-Compliant,3.93
EMP_31362,3,Compliant,9.46
EMP_31363,5,Non-Compliant,20.16
EMP_31364,4,Compliant,7.67
EMP_31365,4,Compliant,5.98
EMP_31366,2,Compliant,7.1
EMP_31367,1,Compliant,0.8
EMP_31368,5,Compliant,3.76
EMP_31369,1,Compliant,0.49
EMP_31370,4,Compliant,18.38
EMP_31371,5,Compliant,1.69
EMP_31372,2,Compliant,8.12
EMP_31373,1,Compliant,4.74
EMP_31374,5,Compliant,14.96
EMP_31375,2,Compliant,7.75
EMP_31376,1,Compliant,9.78
EMP_31377,5,Compliant,10.66
EMP_31378,5,Compliant,4.17
EMP_31379,5,Compliant,9.96
EMP_31380,1,Compliant,1.05
EMP_31381,3,Compliant,8.3
EMP_31382,1,Compliant,13.85
EMP_31383,5,Compliant,15.65
EMP_31384,4,Compliant,7.04
EMP_31385,2,Compliant,24.6
EMP_31386,2,Compliant,13.63
EMP_31387,4,Compliant,0.0
EMP_31388,1,Compliant,11.71
EMP_31389,4,Compliant,8.85
EMP_31390,2,Compliant,7.64
EMP_31391,5,Compliant,4.99
EMP_31392,3,Compliant,15.51
EMP_31393,2,Compliant,10.13
EMP_31394,2,Non-Compliant,6.29
EMP_31395,1,Non-Compliant,10.5
EMP_31396,1,Compliant,11.08
EMP_31397,1,Compliant,10.57
EMP_31398,1,Non-Compliant,0.0
EMP_31399,5,Compliant,10.14
EMP_31400,4,Non-Compliant,12.55
EMP_31401,2,Compliant,6.23
EMP_31402,1,Compliant,10.6
EMP_31403,2,Compliant,17.29
EMP_31404,5,Compliant,16.17
EMP_31405,2,Compliant,9.32
EMP_31406,3,Compliant,8.35
EMP_31407,3,Compliant,0.0
EMP_31408,1,Compliant,14.19
EMP_31409,1,Compliant,9.95
EMP_31410,4,Compliant,13.33
EMP_31411,4,Compliant,18.42
EMP_31412,2,Compliant,8.51
EMP_31413,2,Compliant,20.74
EMP_31414,4,Compliant,4.05
EMP_31415,1,Non-Compliant,6.96
EMP_31416,4,Compliant,12.64
EMP_31417,2,Compliant,7.58
EMP_31418,3,Compliant,9.07
EMP_31419,4,Compliant,8.39
EMP_31420,2,Compliant,2.68
EMP_31421,2,Compliant,10.1
EMP_31422,5,Non-Compliant,7.56
EMP_31423,2,Compliant,15.21
EMP_31424,1,Compliant,5.2
EMP_31425,4,Compliant,8.62
EMP_31426,2,Compliant,13.33
EMP_31427,4,Compliant,6.15
EMP_31428,3,Non-Compliant,6.08
EMP_31429,4,Compliant,13.62
EMP_31430,4,Compliant,7.9
EMP_31431,2,Compliant,14.86
EMP_31432,4,Compliant,13.57
EMP_31433,4,Compliant,15.78
EMP_31434,5,Compliant,10.52
EMP_31435,1,Compliant,6.55
EMP_31436,5,Compliant,3.46
EMP_31437,2,Non-Compliant,12.45
EMP_31438,3,Compliant,14.6
EMP_31439,5,Compliant,7.58
EMP_31440,4,Compliant,17.86
EMP_31441,4,Compliant,8.11
EMP_31442,2,Compliant,11.48
EMP_31443,3,Compliant,7.36
EMP_31444,5,Compliant,14.53
EMP_31445,1,Compliant,3.91
EMP_31446,4,Compliant,6.53
EMP_31447,1,Compliant,7.74
EMP_31448,2,Compliant,7.09
EMP_31449,1,Compliant,13.51
EMP_31450,5,Compliant,11.14
EMP_31451,4,Compliant,15.03
EMP_31452,5,Compliant,15.63
EMP_31453,5,Non-Compliant,13.13
EMP_31454,1,Compliant,4.8
EMP_31455,3,Compliant,8.77
EMP_31456,2,Compliant,19.04
EMP_31457,4,Compliant,13.61
EMP_31458,4,Compliant,6.4
EMP_31459,2,Compliant,7.37
EMP_31460,5,Compliant,0.23
EMP_31461,2,Compliant,7.36
EMP_31462,4,Compliant,3.9
EMP_31463,2,Non-Compliant,12.99
EMP_31464,1,Compliant,9.13
EMP_31465,1,Compliant,0.61
EMP_31466,2,Compliant,10.03
EMP_31467,3,Compliant,5.32
EMP_31468,2,Compliant,11.59
EMP_31469,2,Compliant,0.0
EMP_31470,5,Compliant,18.55
EMP_31471,4,Compliant,14.19
EMP_31472,2,Compliant,8.66
EMP_31473,5,Compliant,7.24
EMP_31474,1,Compliant,9.39
EMP_31475,3,Compliant,0.0
EMP_31476,1,Compliant,5.62
EMP_31477,1,Compliant,7.43
EMP_31478,4,Compliant,11.68
EMP_31479,4,Compliant,9.31
EMP_31480,4,Compliant,8.45
EMP_31481,3,Compliant,6.95
EMP_31482,2,Compliant,7.3
EMP_31483,5,Non-Compliant,9.08
EMP_31484,1,Compliant,4.14
EMP_31485,4,Compliant,11.49
EMP_31486,1,Compliant,8.08
EMP_31487,4,Non-Compliant,12.36
EMP_31488,5,Compliant,11.69
EMP_31489,1,Compliant,6.39
EMP_31490,4,Compliant,16.89
EMP_31491,4,Non-Compliant,15.29
EMP_31492,1,Compliant,19.87
EMP_31493,2,Compliant,10.99
EMP_31494,2,Non-Compliant,12.85
EMP_31495,5,Compliant,8.82
EMP_31496,2,Compliant,18.99
EMP_31497,4,Compliant,12.47
EMP_31498,3,Compliant,10.09
EMP_31499,2,Non-Compliant,12.3
EMP_31500,2,Non-Compliant,2.88
EMP_31501,1,Compliant,11.68
EMP_31502,5,Compliant,9.0
EMP_31503,2,Compliant,9.3
EMP_31504,3,Compliant,7.28
EMP_31505,1,Compliant,14.62
EMP_31506,3,Non-Compliant,8.85
EMP_31507,4,Compliant,13.34
EMP_31508,3,Compliant,1.0
EMP_31509,3,Compliant,5.44
EMP_31510,5,Compliant,2.08
EMP_31511,2,Compliant,5.41
EMP_31512,2,Compliant,11.23
EMP_31513,2,Compliant,9.25
EMP_31514,4,Compliant,15.61
EMP_31515,1,Compliant,12.18
EMP_31516,4,Compliant,6.05
EMP_31517,2,Compliant,12.89
EMP_31518,4,Compliant,3.42
EMP_31519,4,Compliant,3.65
EMP_31520,5,Compliant,12.02
EMP_31521,4,Compliant,6.28
EMP_31522,1,Compliant,8.26
EMP_31523,2,Compliant,5.52
EMP_31524,5,Compliant,3.55
EMP_31525,1,Compliant,12.5
EMP_31526,1,Compliant,9.73
EMP_31527,4,Compliant,5.43
EMP_31528,1,Compliant,8.7
EMP_31529,1,Compliant,5.51
EMP_31530,5,Compliant,15.68
EMP_31531,2,Compliant,12.64
EMP_31532,2,Non-Compliant,9.83
EMP_31533,2,Compliant,8.12
EMP_31534,2,Compliant,8.08
EMP_31535,2,Compliant,10.91
EMP_31536,1,Compliant,11.79
EMP_31537,5,Compliant,2.46
EMP_31538,2,Compliant,13.96
EMP_31539,5,Compliant,17.36
EMP_31540,4,Compliant,10.69
EMP_31541,3,Compliant,0.0
EMP_31542,5,Compliant,9.05
EMP_31543,4,Compliant,4.55
EMP_31544,2,Compliant,8.97
EMP_31545,3,Compliant,8.09
EMP_31546,1,Compliant,7.3
EMP_31547,3,Compliant,0.0
EMP_31548,3,Compliant,12.58
EMP_31549,4,Compliant,23.15
EMP_31550,5,Compliant,11.86
EMP_31551,1,Compliant,2.23
EMP_31552,5,Compliant,7.42
EMP_31553,5,Compliant,19.65
EMP_31554,5,Compliant,17.44
EMP_31555,2,Compliant,9.85
EMP_31556,1,Compliant,6.85
EMP_31557,4,Compliant,11.55
EMP_31558,4,Compliant,9.02
EMP_31559,5,Compliant,7.41
EMP_31560,2,Compliant,12.35
EMP_31561,2,Non-Compliant,11.04
EMP_31562,4,Compliant,20.36
EMP_31563,5,Compliant,13.42
EMP_31564,1,Compliant,8.23
EMP_31565,3,Compliant,9.06
EMP_31566,1,Compliant,4.14
EMP_31567,5,Compliant,3.29
EMP_31568,1,Compliant,7.18
EMP_31569,4,Compliant,2.41
EMP_31570,4,Compliant,15.08
EMP_31571,2,Compliant,14.21
EMP_31572,2,Compliant,9.59
EMP_31573,2,Non-Compliant,3.78
EMP_31574,1,Compliant,11.43
EMP_31575,5,Compliant,0.0
EMP_31576,1,Compliant,6.08
EMP_31577,3,Compliant,12.22
EMP_31578,4,Compliant,10.42
EMP_31579,2,Compliant,15.18
EMP_31580,1,Compliant,13.02
EMP_31581,5,Compliant,10.56
EMP_31582,3,Compliant,6.16
EMP_31583,5,Compliant,15.96
EMP_31584,3,Compliant,12.45
EMP_31585,2,Compliant,17.83
EMP_31586,3,Compliant,4.14
EMP_31587,3,Compliant,0.0
EMP_31588,1,Compliant,6.16
EMP_31589,3,Compliant,5.23
EMP_31590,3,Compliant,8.14
EMP_31591,4,Non-Compliant,8.18
EMP_31592,1,Compliant,8.3
EMP_31593,4,Compliant,8.7
EMP_31594,4,Compliant,7.72
EMP_31595,1,Compliant,7.47
EMP_31596,4,Compliant,15.57
EMP_31597,4,Compliant,9.15
EMP_31598,3,Compliant,3.9
EMP_31599,4,Compliant,1.15
EMP_31600,3,Compliant,4.58
EMP_31601,1,Compliant,10.79
EMP_31602,2,Non-Compliant,5.02
EMP_31603,5,Compliant,10.03
EMP_31604,1,Compliant,1.01
EMP_31605,4,Compliant,15.3
EMP_31606,5,Compliant,4.66
EMP_31607,2,Compliant,9.73
EMP_31608,4,Compliant,11.79
EMP_31609,3,Compliant,15.87
EMP_31610,5,Compliant,5.69
EMP_31611,1,Compliant,9.94
EMP_31612,4,Compliant,16.38
EMP_31613,5,Compliant,12.34
EMP_31614,1,Compliant,8.53
EMP_31615,5,Compliant,3.48
EMP_31616,3,Compliant,15.94
EMP_31617,4,Compliant,13.87
EMP_31618,5,Non-Compliant,8.59
EMP_31619,1,Compliant,15.15
EMP_31620,3,Compliant,13.93
EMP_31621,2,Compliant,7.26
EMP_31622,3,Compliant,22.03
EMP_31623,2,Non-Compliant,1.88
EMP_31624,1,Compliant,5.19
EMP_31625,3,Compliant,9.31
EMP_31626,2,Compliant,4.46
EMP_31627,4,Compliant,10.5
EMP_31628,2,Compliant,11.71
EMP_31629,3,Compliant,12.71
EMP_31630,3,Compliant,8.16
EMP_31631,2,Compliant,14.46
EMP_31632,4,Compliant,1.86
EMP_31633,5,Compliant,3.02
EMP_31634,4,Compliant,12.73
EMP_31635,1,Compliant,8.32
EMP_31636,3,Compliant,7.19
EMP_31637,3,Compliant,7.26
EMP_31638,3,Compliant,6.66
EMP_31639,3,Compliant,8.87
EMP_31640,5,Compliant,2.45
EMP_31641,1,Compliant,10.57
EMP_31642,4,Compliant,4.17
EMP_31643,3,Compliant,6.02
EMP_31644,2,Compliant,12.61
EMP_31645,2,Compliant,12.02
EMP_31646,2,Compliant,13.76
EMP_31647,5,Compliant,14.17
EMP_31648,5,Compliant,17.57
EMP_31649,5,Compliant,6.66
EMP_31650,1,Compliant,4.88
