employee_id,salary,bonus_percentage
EMP_29201,4069.35,13.54
EMP_29202,8111.27,14.34
EMP_29203,4666.78,5.02
EMP_29204,5115.84,11.85
EMP_29205,5375.17,3.11
EMP_29206,4761.45,21.63
EMP_29207,4613.58,15.66
EMP_29208,4257.75,12.53
EMP_29209,8801.31,17.46
EMP_29210,7360.2,6.42
EMP_29211,8495.64,10.59
EMP_29212,8898.68,17.36
EMP_29213,1500.0,6.76
EMP_29214,6686.91,7.17
EMP_29215,4827.64,0.0
EMP_29216,8233.62,10.06
EMP_29217,4517.06,12.01
EMP_29218,3891.7,11.26
EMP_29219,3131.91,5.93
EMP_29220,5394.65,17.05
EMP_29221,7829.89,14.71
EMP_29222,6512.33,18.96
EMP_29223,3594.7,6.62
EMP_29224,10305.32,8.21
EMP_29225,7299.08,13.52
EMP_29226,7554.82,18.06
EMP_29227,8570.06,9.83
EMP_29228,2719.57,10.02
EMP_29229,4177.13,1.93
EMP_29230,7646.02,7.46
EMP_29231,4378.52,14.8
EMP_29232,5449.97,11.29
EMP_29233,5844.52,15.48
EMP_29234,3445.19,13.79
EMP_29235,5278.37,12.6
EMP_29236,7829.01,11.67
EMP_29237,7458.91,10.38
EMP_29238,8226.03,17.07
EMP_29239,8019.75,13.78
EMP_29240,6811.75,11.44
EMP_29241,6653.36,9.24
EMP_29242,6506.66,6.41
EMP_29243,4745.91,5.94
EMP_29244,3940.11,5.0
EMP_29245,4620.81,9.23
EMP_29246,5347.94,0.0
EMP_29247,4688.35,13.33
EMP_29248,6827.66,11.69
EMP_29249,6403.79,5.89
EMP_29250,6618.65,14.41
EMP_29251,6702.82,0.94
EMP_29252,8391.33,1.34
EMP_29253,5982.85,4.17
EMP_29254,8016.74,10.49
EMP_29255,7033.17,14.43
EMP_29256,8259.27,14.25
EMP_29257,9229.26,13.32
EMP_29258,7153.3,18.31
EMP_29259,6207.54,9.3
EMP_29260,6194.62,14.57
EMP_29261,5059.67,12.08
EMP_29262,4992.46,8.35
EMP_29263,7804.23,17.56
EMP_29264,4072.66,12.24
EMP_29265,9229.55,6.5
EMP_29266,5696.55,17.71
EMP_29267,11724.16,11.0
EMP_29268,4613.77,4.96
EMP_29269,6500.38,10.15
EMP_29270,5296.3,7.65
EMP_29271,4413.83,13.48
EMP_29272,8127.6,8.88
EMP_29273,3788.89,18.35
EMP_29274,4647.85,10.74
EMP_29275,7172.64,9.62
EMP_29276,7489.92,8.81
EMP_29277,3216.23,16.99
EMP_29278,7163.35,1.97
EMP_29279,6257.8,4.5
EMP_29280,4164.55,6.82
EMP_29281,4422.24,4.46
EMP_29282,1933.1,11.88
EMP_29283,9434.89,14.13
EMP_29284,8030.84,5.72
EMP_29285,3421.71,17.87
EMP_29286,7597.82,8.36
EMP_29287,4851.96,4.64
EMP_29288,7829.62,9.45
EMP_29289,5007.85,4.96
EMP_29290,5273.29,11.5
EMP_29291,5423.31,5.63
EMP_29292,4685.29,14.38
EMP_29293,8798.54,9.55
EMP_29294,7797.05,15.9
EMP_29295,6219.9,15.48
EMP_29296,8049.14,13.09
EMP_29297,2745.86,8.11
EMP_29298,3543.08,10.27
EMP_29299,6949.11,17.59
EMP_29300,7471.07,11.13
EMP_29301,6558.82,9.52
EMP_29302,2234.61,0.0
EMP_29303,3875.33,8.37
EMP_29304,6833.18,1.06
EMP_29305,10852.94,9.6
EMP_29306,8435.83,7.44
EMP_29307,9154.61,7.37
EMP_29308,6679.45,4.05
EMP_29309,6664.98,13.6
EMP_29310,3933.03,15.0
EMP_29311,7903.64,10.95
EMP_29312,5853.64,20.38
EMP_29313,7385.46,14.57
EMP_29314,6061.37,17.48
EMP_29315,6558.24,1.12
EMP_29316,5824.54,21.46
EMP_29317,6449.25,18.52
EMP_29318,8000.15,12.36
EMP_29319,3467.54,12.6
EMP_29320,3014.16,5.97
EMP_29321,6851.73,7.91
EMP_29322,8881.15,9.43
EMP_29323,9385.49,8.36
EMP_29324,3551.18,14.0
EMP_29325,5194.25,14.8
EMP_29326,3041.57,15.59
EMP_29327,4898.78,9.06
EMP_29328,8245.7,10.76
EMP_29329,5974.22,3.33
EMP_29330,5252.25,13.47
EMP_29331,7090.17,5.59
EMP_29332,4409.9,16.66
EMP_29333,9185.96,4.39
EMP_29334,6014.57,0.7
EMP_29335,5196.41,11.46
EMP_29336,7173.7,6.93
EMP_29337,7878.57,1.54
EMP_29338,9191.95,12.74
EMP_29339,5580.06,12.98
EMP_29340,8172.11,4.61
EMP_29341,6202.42,11.05
EMP_29342,4777.24,12.28
EMP_29343,4446.38,3.59
EMP_29344,3806.03,8.48
EMP_29345,4516.61,11.8
EMP_29346,8231.41,8.1
EMP_29347,7413.42,19.55
EMP_29348,3517.58,11.55
EMP_29349,2507.22,1.21
EMP_29350,3775.41,12.15
EMP_29351,4446.53,4.76
EMP_29352,5393.47,0.0
EMP_29353,8345.73,12.25
EMP_29354,4904.57,14.16
EMP_29355,9361.0,17.91
EMP_29356,2639.6,6.98
EMP_29357,5302.73,10.01
EMP_29358,7571.1,6.91
EMP_29359,7694.41,17.33
EMP_29360,5328.57,7.13
EMP_29361,8003.51,18.88
EMP_29362,7624.39,12.36
EMP_29363,4635.77,17.2
EMP_29364,6629.86,15.02
EMP_29365,7407.23,9.9
EMP_29366,4778.93,7.59
EMP_29367,9388.65,6.8
EMP_29368,4329.28,13.01
EMP_29369,6288.19,10.86
EMP_29370,3500.45,11.83
EMP_29371,6206.72,14.76
EMP_29372,3865.85,0.0
EMP_29373,5411.74,7.62
EMP_29374,2826.8,18.52
EMP_29375,7599.63,5.61
EMP_29376,6712.56,8.94
EMP_29377,8174.82,13.13
EMP_29378,5304.39,11.64
EMP_29379,8267.69,8.29
EMP_29380,6078.56,10.99
EMP_29381,6226.33,17.02
EMP_29382,10228.11,5.01
EMP_29383,5030.65,2.95
EMP_29384,8454.92,10.08
EMP_29385,6959.37,0.51
EMP_29386,4856.19,10.19
EMP_29387,3368.62,7.36
EMP_29388,3933.83,11.9
EMP_29389,8261.35,12.07
EMP_29390,9468.8,10.37
EMP_29391,6182.88,0.0
EMP_29392,6287.76,12.63
EMP_29393,7552.91,9.3
EMP_29394,6146.6,18.29
EMP_29395,8199.4,10.73
EMP_29396,6583.24,4.1
EMP_29397,6271.08,7.62
EMP_29398,4601.57,15.6
EMP_29399,4109.47,11.82
EMP_29400,1500.0,10.5
EMP_29401,8468.23,18.45
EMP_29402,5706.79,16.06
EMP_29403,5199.21,12.12
EMP_29404,2096.59,21.55
EMP_29405,4719.77,16.82
EMP_29406,4456.63,13.72
EMP_29407,4410.45,9.8
EMP_29408,6665.67,11.41
EMP_29409,6244.5,16.78
EMP_29410,3277.41,15.47
EMP_29411,3404.32,13.06
EMP_29412,3400.64,14.08
EMP_29413,9621.05,10.95
EMP_29414,8985.45,11.41
EMP_29415,4295.4,11.65
EMP_29416,2046.81,13.5
EMP_29417,6256.09,6.92
EMP_29418,6093.88,11.31
EMP_29419,6633.83,12.33
EMP_29420,7482.75,15.05
EMP_29421,6903.41,13.61
EMP_29422,3767.12,7.88
EMP_29423,6588.08,7.43
EMP_29424,7707.65,6.36
EMP_29425,4552.0,19.35
EMP_29426,6599.91,9.97
EMP_29427,4894.44,4.54
EMP_29428,9992.34,8.06
EMP_29429,3346.35,12.52
EMP_29430,8311.9,15.88
EMP_29431,2658.37,6.68
EMP_29432,9586.11,4.24
EMP_29433,3716.9,5.52
EMP_29434,6379.34,5.29
EMP_29435,2741.61,5.87
EMP_29436,3300.04,18.24
EMP_29437,7795.49,10.59
EMP_29438,8056.32,15.75
EMP_29439,6478.72,10.32
EMP_29440,7482.16,10.64
EMP_29441,8089.76,9.85
EMP_29442,4631.65,1.45
EMP_29443,3202.08,11.92
EMP_29444,5972.59,1.58
EMP_29445,4845.6,14.32
EMP_29446,6777.24,10.57
EMP_29447,7096.06,6.98
EMP_29448,4636.7,9.93
EMP_29449,7408.22,9.45
EMP_29450,7308.28,0.33
EMP_29451,7446.64,14.4
EMP_29452,5184.42,12.92
EMP_29453,7559.84,8.27
EMP_29454,7040.0,15.62
EMP_29455,7280.37,1.46
EMP_29456,9355.58,8.63
EMP_29457,6655.55,10.42
EMP_29458,4786.08,18.16
EMP_29459,3779.09,7.84
EMP_29460,8255.87,11.8
EMP_29461,6714.62,7.62
EMP_29462,9340.04,0.0
EMP_29463,1940.9,3.74
EMP_29464,7821.33,6.65
EMP_29465,5477.73,7.27
EMP_29466,5292.96,5.18
EMP_29467,4470.38,1.96
EMP_29468,7799.14,17.01
EMP_29469,7227.07,14.18
EMP_29470,3715.24,11.78
EMP_29471,6329.84,6.55
EMP_29472,7412.23,15.48
EMP_29473,6356.02,7.37
EMP_29474,8215.68,7.48
EMP_29475,5419.92,12.49
EMP_29476,1500.0,10.33
EMP_29477,6373.44,4.63
EMP_29478,6361.25,16.76
EMP_29479,6622.37,6.95
EMP_29480,8213.96,3.98
EMP_29481,2095.07,6.49
EMP_29482,5523.03,15.88
EMP_29483,4154.68,6.57
EMP_29484,3583.94,6.73
EMP_29485,5855.4,12.89
EMP_29486,7403.64,16.47
EMP_29487,6601.89,19.64
EMP_29488,4624.96,9.21
EMP_29489,5709.06,12.19
EMP_29490,7859.79,9.16
EMP_29491,7366.26,13.48
EMP_29492,4894.46,12.76
EMP_29493,4765.01,12.73
EMP_29494,2567.03,15.09
EMP_29495,5141.18,14.85
EMP_29496,2528.42,0.61
EMP_29497,10134.14,11.96
EMP_29498,4289.76,8.62
EMP_29499,8217.96,5.16
EMP_29500,9636.21,5.01
EMP_29501,6432.4,8.58
EMP_29502,5799.97,12.59
EMP_29503,3355.27,5.85
EMP_29504,4990.8,0.0
EMP_29505,9207.93,12.71
EMP_29506,6702.51,13.31
EMP_29507,6056.7,11.7
EMP_29508,8624.25,7.9
EMP_29509,7392.58,8.0
EMP_29510,5704.25,1.23
EMP_29511,6432.51,1.6
EMP_29512,4463.87,4.93
EMP_29513,4877.92,14.75
EMP_29514,5587.4,0.01
EMP_29515,7114.94,16.51
EMP_29516,3505.27,5.67
EMP_29517,6152.48,9.71
EMP_29518,5220.28,1.59
EMP_29519,4198.14,6.72
EMP_29520,5231.02,4.37
EMP_29521,1500.0,5.07
EMP_29522,4484.82,8.07
EMP_29523,3801.03,7.46
EMP_29524,5440.17,5.16
EMP_29525,1500.0,16.47
EMP_29526,6381.79,10.31
EMP_29527,7818.85,9.29
EMP_29528,5765.41,11.61
EMP_29529,6997.58,5.31
EMP_29530,4974.54,13.04
EMP_29531,2890.76,11.44
EMP_29532,6003.38,17.5
EMP_29533,7360.76,17.45
EMP_29534,3351.22,5.96
EMP_29535,5069.55,6.02
EMP_29536,5505.77,5.59
EMP_29537,11702.82,12.66
EMP_29538,6446.74,0.49
EMP_29539,2188.85,10.11
EMP_29540,1694.3,11.22
EMP_29541,7461.0,13.54
EMP_29542,10970.06,12.85
EMP_29543,5438.05,10.5
EMP_29544,5318.36,16.53
EMP_29545,6861.55,11.58
EMP_29546,4403.41,17.18
EMP_29547,1500.0,1.4
EMP_29548,8074.53,7.11
EMP_29549,4773.64,1.72
EMP_29550,8100.24,12.88
EMP_29551,4478.03,17.27
EMP_29552,6243.56,11.16
EMP_29553,7709.66,10.18
EMP_29554,8140.7,5.66
EMP_29555,6465.98,13.12
EMP_29556,6366.48,5.43
EMP_29557,7239.41,10.12
EMP_29558,6928.34,4.4
EMP_29559,3417.64,5.12
EMP_29560,3455.84,11.05
EMP_29561,1781.88,4.71
EMP_29562,7533.02,11.74
EMP_29563,5208.54,19.49
EMP_29564,7640.39,9.96
EMP_29565,6807.42,13.26
EMP_29566,3995.15,12.4
EMP_29567,5759.56,13.56
EMP_29568,5090.36,4.81
EMP_29569,4781.55,8.49
EMP_29570,7830.57,20.94
EMP_29571,11021.49,8.29
EMP_29572,8232.41,12.91
EMP_29573,5946.09,13.66
EMP_29574,8519.02,8.63
EMP_29575,9425.81,11.8
EMP_29576,3215.26,10.53
EMP_29577,8449.71,12.34
EMP_29578,7539.36,0.0
EMP_29579,8376.24,13.11
EMP_29580,7626.57,10.31
EMP_29581,5544.54,11.87
EMP_29582,10065.74,14.52
EMP_29583,6679.2,13.08
EMP_29584,5131.35,12.99
EMP_29585,7011.96,6.74
EMP_29586,7944.79,15.05
EMP_29587,6189.52,8.75
EMP_29588,6786.27,5.74
EMP_29589,6176.73,9.11
EMP_29590,4679.85,6.04
EMP_29591,4356.35,12.01
EMP_29592,3194.37,10.56
EMP_29593,9036.04,11.7
EMP_29594,5553.17,15.18
EMP_29595,1500.0,5.61
EMP_29596,6793.07,9.23
EMP_29597,6751.65,9.17
EMP_29598,2266.86,8.87
EMP_29599,4335.21,13.03
EMP_29600,4247.42,7.2
EMP_29601,4515.46,0.0
EMP_29602,8425.55,18.1
EMP_29603,5702.24,9.14
EMP_29604,5145.53,18.28
EMP_29605,8244.78,18.6
EMP_29606,6990.7,1.65
EMP_29607,2518.04,4.49
EMP_29608,4766.75,8.62
EMP_29609,6643.92,7.38
EMP_29610,4132.22,14.56
EMP_29611,10059.11,13.51
EMP_29612,6225.76,7.68
EMP_29613,4493.25,2.95
EMP_29614,3754.11,0.99
EMP_29615,7855.06,20.39
EMP_29616,4704.28,7.28
EMP_29617,6759.85,7.75
EMP_29618,3696.96,1.53
EMP_29619,6140.4,11.09
EMP_29620,4728.23,7.33
EMP_29621,5369.21,6.49
EMP_29622,4407.44,16.46
EMP_29623,8051.25,4.04
EMP_29624,5017.99,20.04
EMP_29625,5713.09,11.88
EMP_29626,5809.72,8.97
EMP_29627,9224.54,1.12
EMP_29628,7780.62,12.79
EMP_29629,7581.36,12.71
EMP_29630,2844.23,0.0
EMP_29631,4687.22,7.59
EMP_29632,8377.24,2.31
EMP_29633,3658.14,10.0
EMP_29634,6168.03,0.0
EMP_29635,3869.48,20.46
EMP_29636,4070.19,0.0
EMP_29637,9361.57,2.05
EMP_29638,7438.54,17.3
EMP_29639,7966.28,6.94
EMP_29640,7567.48,15.7
EMP_29641,5721.42,9.97
EMP_29642,4616.81,8.77
EMP_29643,5195.82,5.0
EMP_29644,5616.35,4.76
EMP_29645,9552.57,13.65
EMP_29646,3327.29,18.03
EMP_29647,4892.68,8.48
EMP_29648,4174.07,16.22
EMP_29649,8113.25,12.96
EMP_29650,9707.58,11.64
EMP_29651,6617.57,8.78
EMP_29652,6782.03,15.15
EMP_29653,6182.64,5.05
EMP_29654,6874.96,5.04
EMP_29655,7546.31,8.26
EMP_29656,6851.28,16.62
EMP_29657,6997.67,3.82
EMP_29658,7550.83,7.24
EMP_29659,2443.44,8.47
EMP_29660,6004.02,16.58
EMP_29661,6610.42,13.03
EMP_29662,6832.3,14.41
EMP_29663,5658.23,18.6
EMP_29664,6321.5,12.98
EMP_29665,4560.19,13.09
EMP_29666,2450.31,6.44
EMP_29667,7966.27,0.0
EMP_29668,3731.26,10.7
EMP_29669,5679.09,0.0
EMP_29670,4501.74,5.36
EMP_29671,9174.02,13.46
EMP_29672,5840.71,14.61
EMP_29673,5379.09,9.33
EMP_29674,7495.73,8.12
EMP_29675,10312.95,9.77
EMP_29676,6811.38,14.79
EMP_29677,5245.16,7.22
EMP_29678,7393.19,3.62
EMP_29679,2854.64,13.3
EMP_29680,6092.86,3.73
EMP_29681,9987.92,8.7
EMP_29682,6315.49,5.24
EMP_29683,6215.56,18.75
EMP_29684,6041.27,12.56
EMP_29685,5209.05,7.96
EMP_29686,6628.98,10.79
EMP_29687,7550.55,15.0
EMP_29688,5336.36,9.44
EMP_29689,1500.0,12.39
EMP_29690,6931.24,15.16
EMP_29691,10266.25,5.63
EMP_29692,5247.48,19.7
EMP_29693,3057.67,10.03
EMP_29694,7354.83,7.48
EMP_29695,9487.66,15.19
EMP_29696,7058.75,1.43
EMP_29697,9449.4,8.34
EMP_29698,7587.34,9.92
EMP_29699,7413.7,3.17
EMP_29700,4964.0,11.39
EMP_29701,6570.81,11.42
EMP_29702,5941.06,13.36
EMP_29703,5872.53,9.34
EMP_29704,5492.27,10.94
EMP_29705,6451.23,7.8
EMP_29706,3407.31,10.46
EMP_29707,7623.44,10.48
EMP_29708,4244.51,4.63
EMP_29709,5499.46,13.99
EMP_29710,6661.12,11.0
EMP_29711,4145.45,11.9
EMP_29712,2067.07,2.41
EMP_29713,5233.91,21.62
EMP_29714,3137.81,7.44
EMP_29715,7424.62,8.81
EMP_29716,3692.99,15.79
EMP_29717,8970.31,11.38
EMP_29718,5988.41,6.35
EMP_29719,6118.35,4.77
EMP_29720,2038.74,22.66
EMP_29721,6289.73,19.78
EMP_29722,5839.64,14.44
EMP_29723,3401.82,1.47
EMP_29724,6174.54,6.11
EMP_29725,5204.15,11.16
EMP_29726,5566.42,0.0
EMP_29727,6051.76,12.96
EMP_29728,5057.09,19.08
EMP_29729,6492.91,14.27
EMP_29730,5826.89,12.14
EMP_29731,6945.54,11.07
EMP_29732,4942.65,5.66
EMP_29733,3870.16,8.49
EMP_29734,4582.26,5.69
EMP_29735,8885.31,8.34
EMP_29736,7911.93,4.47
EMP_29737,8426.76,14.05
EMP_29738,8565.43,17.87
EMP_29739,5067.36,3.16
EMP_29740,6591.62,9.59
EMP_29741,6151.68,18.73
EMP_29742,7319.08,12.55
EMP_29743,5421.66,13.35
EMP_29744,6185.95,7.84
EMP_29745,6144.54,12.89
EMP_29746,7064.52,15.88
EMP_29747,7311.43,10.47
EMP_29748,6187.34,12.14
EMP_29749,6247.98,11.46
EMP_29750,6451.8,2.39
EMP_29751,9293.1,19.64
EMP_29752,2540.0,16.03
EMP_29753,4060.64,11.89
EMP_29754,7347.36,18.6
EMP_29755,6539.57,19.17
EMP_29756,6525.5,12.96
EMP_29757,7334.99,2.36
EMP_29758,6427.99,4.76
EMP_29759,4881.44,4.91
EMP_29760,7257.62,7.75
EMP_29761,6041.77,3.76
EMP_29762,5104.85,4.79
EMP_29763,7380.72,13.32
EMP_29764,7302.07,13.11
EMP_29765,6429.53,14.92
EMP_29766,9434.24,16.21
EMP_29767,8653.65,14.71
EMP_29768,8003.71,5.77
EMP_29769,11132.73,10.08
EMP_29770,5707.07,9.4
EMP_29771,5070.4,8.47
EMP_29772,7720.73,15.71
EMP_29773,5494.73,12.28
EMP_29774,6023.86,12.62
EMP_29775,4028.16,4.33
EMP_29776,7213.32,8.89
EMP_29777,3057.99,7.6
EMP_29778,5807.12,10.73
EMP_29779,5969.29,13.56
EMP_29780,5127.92,9.86
EMP_29781,2485.57,10.87
EMP_29782,2470.74,13.62
EMP_29783,4507.66,10.76
EMP_29784,7078.1,0.95
EMP_29785,6577.85,19.11
EMP_29786,5967.13,9.73
EMP_29787,4230.82,10.3
EMP_29788,6682.26,14.7
EMP_29789,2401.94,5.98
EMP_29790,1500.0,9.16
EMP_29791,5513.86,6.83
EMP_29792,4907.9,15.91
EMP_29793,8026.34,6.8
EMP_29794,6315.97,19.45
EMP_29795,9301.47,9.76
EMP_29796,4903.57,8.13
EMP_29797,6973.54,5.25
EMP_29798,5495.45,15.88
EMP_29799,8763.44,11.94
EMP_29800,5591.9,7.42
EMP_29801,7708.81,0.45
EMP_29802,3844.76,0.0
EMP_29803,5169.57,11.36
EMP_29804,5831.91,16.9
EMP_29805,8526.84,1.37
EMP_29806,1605.63,7.71
EMP_29807,5334.71,8.84
EMP_29808,5267.04,11.29
EMP_29809,1846.05,7.67
EMP_29810,5071.93,16.0
EMP_29811,2918.67,3.91
EMP_29812,1500.0,14.39
EMP_29813,5475.37,8.49
EMP_29814,5407.71,11.66
EMP_29815,5510.09,9.05
EMP_29816,6505.72,13.03
EMP_29817,4241.21,8.54
EMP_29818,9581.71,9.27
EMP_29819,5933.41,11.56
EMP_29820,8572.86,25.77
EMP_29821,2640.2,16.05
EMP_29822,4330.94,4.39
EMP_29823,7372.63,12.93
EMP_29824,5546.87,9.85
EMP_29825,3853.64,5.03
EMP_29826,2322.74,8.93
EMP_29827,7466.41,5.28
EMP_29828,7303.2,11.92
EMP_29829,6486.64,1.39
EMP_29830,5008.19,15.39
EMP_29831,3773.82,7.75
EMP_29832,5894.04,16.7
EMP_29833,3369.36,8.08
EMP_29834,4496.83,5.95
EMP_29835,8522.5,9.43
EMP_29836,2298.33,10.51
EMP_29837,7355.06,5.01
EMP_29838,8988.39,9.81
EMP_29839,7632.52,17.39
EMP_29840,6796.43,2.9
EMP_29841,5072.85,12.5
EMP_29842,4708.22,19.77
EMP_29843,1503.74,7.89
EMP_29844,6074.01,12.37
EMP_29845,5195.52,6.97
EMP_29846,4603.93,8.17
EMP_29847,5959.84,10.44
EMP_29848,6124.74,8.32
EMP_29849,4728.89,5.28
EMP_29850,9226.16,11.03
EMP_29851,7461.21,14.42
EMP_29852,7792.56,8.12
EMP_29853,5793.39,0.0
EMP_29854,7022.47,18.35
EMP_29855,4208.59,11.17
EMP_29856,7332.52,9.57
EMP_29857,5591.19,11.54
EMP_29858,3956.03,3.85
EMP_29859,5954.47,13.84
EMP_29860,5415.89,15.37
EMP_29861,10646.14,14.12
EMP_29862,6870.79,10.57
EMP_29863,9159.43,11.51
EMP_29864,8262.57,9.63
EMP_29865,6075.56,6.84
EMP_29866,5112.56,5.9
EMP_29867,2519.55,7.64
EMP_29868,4258.11,18.94
EMP_29869,7325.51,0.0
EMP_29870,5395.74,3.63
EMP_29871,6751.64,8.95
EMP_29872,1939.45,3.23
EMP_29873,6907.03,16.47
EMP_29874,8192.96,22.45
EMP_29875,2448.48,7.76
EMP_29876,6743.13,13.16
EMP_29877,8687.07,10.23
EMP_29878,9360.17,11.85
EMP_29879,4993.0,10.49
EMP_29880,7559.86,13.09
EMP_29881,8859.58,8.86
EMP_29882,6802.76,11.61
EMP_29883,8570.16,18.34
EMP_29884,5928.28,13.52
EMP_29885,6788.63,1.15
EMP_29886,4756.78,7.93
EMP_29887,5670.8,6.1
EMP_29888,6867.43,9.32
EMP_29889,4606.76,14.28
EMP_29890,5552.83,8.41
EMP_29891,7521.75,3.2
EMP_29892,10105.12,2.24
EMP_29893,1901.12,13.47
EMP_29894,9953.15,11.64
EMP_29895,5480.26,13.57
EMP_29896,7929.8,14.33
EMP_29897,8322.19,2.1
EMP_29898,9128.99,4.08
EMP_29899,4544.08,3.21
EMP_29900,5549.46,14.77
EMP_29901,5892.81,8.46
EMP_29902,5285.13,10.21
EMP_29903,8637.52,14.33
EMP_29904,5846.34,18.98
EMP_29905,2762.9,11.97
EMP_29906,4733.97,9.72
EMP_29907,2843.2,6.66
EMP_29908,5543.32,16.18
EMP_29909,7345.1,11.15
EMP_29910,4691.05,5.7
EMP_29911,5193.93,8.22
EMP_29912,5450.47,12.34
EMP_29913,6281.48,8.98
EMP_29914,7032.17,15.22
EMP_29915,7614.51,6.97
EMP_29916,10511.03,5.71
EMP_29917,6246.99,14.82
EMP_29918,7471.59,7.76
EMP_29919,2824.89,8.08
EMP_29920,5241.63,6.19
EMP_29921,5459.17,13.47
EMP_29922,3965.37,12.99
EMP_29923,4928.01,2.42
EMP_29924,5785.03,11.35
EMP_29925,4990.67,10.47
EMP_29926,11203.67,9.63
EMP_29927,7024.55,12.27
EMP_29928,10002.05,13.85
EMP_29929,8985.3,13.58
EMP_29930,4721.51,2.95
EMP_29931,6075.12,5.85
EMP_29932,5130.35,9.19
EMP_29933,5676.35,9.03
EMP_29934,4047.13,3.31
EMP_29935,5116.93,14.29
EMP_29936,6719.04,12.98
EMP_29937,6666.24,14.4
EMP_29938,6506.81,5.67
EMP_29939,5880.65,9.81
EMP_29940,7721.48,10.31
EMP_29941,5485.91,8.27
EMP_29942,8783.1,10.48
EMP_29943,2304.8,13.6
EMP_29944,7313.62,10.35
EMP_29945,6976.74,16.9
EMP_29946,4650.87,4.2
EMP_29947,5289.54,14.13
EMP_29948,6929.58,9.14
EMP_29949,7831.87,7.47
EMP_29950,2501.07,9.11
EMP_29951,7256.49,10.77
EMP_29952,5084.7,12.28
EMP_29953,8250.58,9.11
EMP_29954,2321.45,5.64
EMP_29955,10890.6,9.85
EMP_29956,4227.72,1.67
EMP_29957,8859.92,22.24
EMP_29958,5861.63,5.18
EMP_29959,4362.67,2.33
EMP_29960,6530.23,8.85
EMP_29961,8058.25,13.27
EMP_29962,2894.59,12.4
EMP_29963,7403.18,2.51
EMP_29964,5975.64,18.45
EMP_29965,7154.09,13.28
EMP_29966,6021.95,9.25
EMP_29967,4856.26,10.47
EMP_29968,3773.75,15.15
EMP_29969,7345.29,7.91
EMP_29970,7334.54,6.35
EMP_29971,7324.54,19.49
EMP_29972,6855.19,8.06
EMP_29973,7889.4,11.25
EMP_29974,8812.14,11.07
EMP_29975,2247.16,13.26
EMP_29976,1500.0,21.74
EMP_29977,9435.89,24.38
EMP_29978,3317.91,9.95
EMP_29979,3827.51,7.86
EMP_29980,5424.77,15.61
EMP_29981,2692.06,4.77
EMP_29982,5236.83,4.37
EMP_29983,4103.79,1.4
EMP_29984,5533.32,19.17
EMP_29985,6559.68,14.18
EMP_29986,5312.92,13.53
EMP_29987,5211.91,0.0
EMP_29988,6515.99,10.99
EMP_29989,8088.58,11.18
EMP_29990,9205.93,1.89
EMP_29991,5562.92,14.33
EMP_29992,9649.78,8.83
EMP_29993,7753.41,9.9
EMP_29994,3535.98,16.97
EMP_29995,3477.58,20.88
EMP_29996,4845.42,9.51
EMP_29997,8889.21,9.63
EMP_29998,4997.27,7.72
EMP_29999,2215.29,15.95
EMP_30000,5542.23,18.17
EMP_30001,2038.86,18.67
EMP_30002,3890.03,3.39
EMP_30003,4825.94,15.37
EMP_30004,6299.34,9.85
EMP_30005,8048.32,8.0
EMP_30006,7388.27,10.64
EMP_30007,3641.35,12.57
EMP_30008,5256.58,6.07
EMP_30009,6152.75,3.93
EMP_30010,5475.59,8.82
EMP_30011,5461.41,8.5
EMP_30012,2554.51,9.78
EMP_30013,3694.53,10.44
EMP_30014,5194.12,0.49
EMP_30015,1500.0,9.19
EMP_30016,7281.29,11.62
EMP_30017,3254.64,13.07
EMP_30018,7373.68,17.1
EMP_30019,7197.83,20.61
EMP_30020,4912.61,14.69
EMP_30021,8001.1,15.31
EMP_30022,7486.39,11.44
EMP_30023,5382.08,8.59
EMP_30024,5156.48,15.97
EMP_30025,8194.47,11.99
EMP_30026,6464.03,17.23
EMP_30027,8089.39,9.26
EMP_30028,1500.0,7.46
EMP_30029,6196.97,12.22
EMP_30030,2845.18,12.06
EMP_30031,5948.42,6.05
EMP_30032,7427.64,13.2
EMP_30033,9478.28,4.83
EMP_30034,4123.67,9.79
EMP_30035,4948.59,6.15
EMP_30036,5808.93,9.5
EMP_30037,4050.94,14.67
EMP_30038,7957.12,0.0
EMP_30039,5859.81,8.17
EMP_30040,6243.91,20.54
EMP_30041,7240.35,7.5
EMP_30042,5856.58,5.65
EMP_30043,4364.92,13.01
EMP_30044,5873.96,11.71
EMP_30045,4287.64,8.93
EMP_30046,6215.96,10.66
EMP_30047,7993.88,9.82
EMP_30048,3650.04,9.99
EMP_30049,2935.26,5.62
EMP_30050,6098.5,6.42
EMP_30051,4464.4,12.86
EMP_30052,6063.49,15.89
EMP_30053,6640.81,11.75
EMP_30054,1712.63,7.52
EMP_30055,7379.7,0.17
EMP_30056,3660.66,11.58
EMP_30057,5955.3,10.27
EMP_30058,4681.24,9.22
EMP_30059,4896.09,11.77
EMP_30060,9387.92,8.6
EMP_30061,6638.54,11.8
EMP_30062,7809.38,14.2
EMP_30063,6301.88,10.13
EMP_30064,7240.03,5.31
EMP_30065,6834.76,11.16
EMP_30066,6508.91,9.77
EMP_30067,8214.31,12.74
EMP_30068,6313.01,6.26
EMP_30069,10570.3,14.62
EMP_30070,7921.06,7.0
EMP_30071,3720.92,11.5
EMP_30072,5646.9,1.23
EMP_30073,6794.16,11.05
EMP_30074,6088.99,17.16
