employee_id,hire_date,termination_date,is_active,tenure_years,last_promotion_date,last_training_date
EMP_17453,2023-07-03,,True,2.5,2025-04-20,2024-11-01
EMP_17454,2024-05-11,,True,1.64,2025-06-09,2024-10-20
EMP_17455,2010-09-13,,True,15.3,,2024-12-09
EMP_17456,2018-06-11,,True,7.56,,2025-03-10
EMP_17457,2015-03-12,,True,10.81,,
EMP_17458,2024-06-05,,True,1.57,,2024-07-25
EMP_17459,2011-02-22,,True,14.86,,2025-06-18
EMP_17460,2016-11-27,,True,9.09,,2024-02-27
EMP_17461,2015-04-29,,True,10.67,2017-04-24,
EMP_17462,2015-06-19,,True,10.54,2020-05-16,
EMP_17463,2020-05-24,2025-03-30,False,4.85,,2024-01-16
EMP_17464,2011-03-10,,True,14.81,,
EMP_17465,2010-03-02,,True,15.83,,
EMP_17466,2018-10-24,2022-02-11,False,3.3,,
EMP_17467,2018-04-20,,True,7.7,2024-02-25,
EMP_17468,2012-10-01,2017-10-04,False,5.01,2018-04-19,2024-04-11
EMP_17469,2020-03-20,,True,5.78,,2024-12-20
EMP_17470,2013-05-30,,True,12.59,,2024-07-04
EMP_17471,2011-09-19,2017-01-07,False,5.3,2015-11-04,2025-03-25
EMP_17472,2019-07-08,,True,6.48,2023-10-17,2025-01-21
EMP_17473,2011-12-22,,True,14.03,,2024-08-29
EMP_17474,2013-01-26,,True,12.93,,
EMP_17475,2022-06-21,,True,3.53,2024-08-26,
EMP_17476,2020-05-21,,True,5.61,,2024-12-10
EMP_17477,2017-12-09,2022-08-16,False,4.68,2023-07-07,2023-10-24
EMP_17478,2019-04-17,,True,6.71,,2024-07-14
EMP_17479,2012-02-14,,True,13.88,2013-10-06,2024-01-14
EMP_17480,2021-06-18,,True,4.54,,2023-09-16
EMP_17481,2020-07-21,,True,5.45,2024-04-10,
EMP_17482,2010-12-05,,True,15.07,2014-02-17,2025-05-23
EMP_17483,2024-02-10,,True,1.89,,
EMP_17484,2021-10-03,,True,4.24,2025-03-11,2023-08-31
EMP_17485,2015-05-30,,True,10.59,,2024-08-28
EMP_17486,2019-09-23,,True,6.27,,2024-12-14
EMP_17487,2016-10-27,,True,9.18,,2025-03-31
EMP_17488,2020-11-03,2022-05-11,False,1.52,,
EMP_17489,2014-06-16,,True,11.54,2018-02-07,
EMP_17490,2021-03-31,,True,4.75,2025-03-12,2023-11-14
EMP_17491,2012-01-02,2020-03-11,False,8.19,,
EMP_17492,2015-03-26,,True,10.77,,2025-01-22
EMP_17493,2017-01-08,,True,8.98,2025-05-12,
EMP_17494,2023-05-15,,True,2.63,2025-06-15,2024-08-01
EMP_17495,2016-07-03,2018-01-21,False,1.55,,
EMP_17496,2016-04-02,,True,9.75,2021-10-02,2024-01-18
EMP_17497,2017-02-09,,True,8.89,2019-11-21,2025-03-04
EMP_17498,2010-01-28,,True,15.92,2020-10-08,2024-01-03
EMP_17499,2013-04-09,,True,12.73,2014-07-09,
EMP_17500,2021-10-02,2025-01-10,False,3.27,,2024-10-25
EMP_17501,2017-08-31,2019-10-08,False,2.1,,2023-09-23
EMP_17502,2014-10-18,,True,11.2,2020-03-31,
EMP_17503,2017-05-03,,True,8.66,2022-10-07,2023-07-08
EMP_17504,2010-05-14,2019-09-04,False,9.31,,2023-07-31
EMP_17505,2018-01-11,2020-07-23,False,2.53,2021-02-16,2023-10-31
EMP_17506,2019-01-05,2022-07-31,False,3.57,,2023-09-15
EMP_17507,2015-12-16,,True,10.04,,2024-01-20
EMP_17508,2017-09-28,,True,8.26,,
EMP_17509,2013-11-23,,True,12.1,,2024-09-01
EMP_17510,2019-12-26,,True,6.02,,2024-02-02
EMP_17511,2023-08-21,2025-05-09,False,1.72,2025-01-16,2023-10-28
EMP_17512,2011-05-15,,True,14.63,,2025-01-07
EMP_17513,2018-02-27,,True,7.84,2022-09-21,2024-12-21
EMP_17514,2012-10-27,,True,13.18,,2025-05-03
EMP_17515,2024-09-20,2025-01-19,False,0.33,,2023-11-28
EMP_17516,2021-10-24,,True,4.19,2024-07-22,2023-07-12
EMP_17517,2012-08-02,2015-10-06,False,3.18,2024-01-05,2023-07-02
EMP_17518,2023-01-10,2023-12-09,False,0.91,2024-12-05,
EMP_17519,2013-08-24,,True,12.35,,2025-05-19
EMP_17520,2011-07-09,,True,14.48,,2024-07-24
EMP_17521,2010-06-20,,True,15.53,2012-01-10,
EMP_17522,2018-09-24,,True,7.27,,2025-01-01
EMP_17523,2020-04-07,2024-07-26,False,4.3,2024-05-21,
EMP_17524,2011-08-26,2024-05-15,False,12.72,2024-08-01,2025-02-28
EMP_17525,2010-07-30,,True,15.42,2012-03-26,2024-12-22
EMP_17526,2012-01-19,,True,13.95,,2023-07-22
EMP_17527,2019-05-01,,True,6.67,,2023-07-02
EMP_17528,2013-05-12,2023-07-18,False,10.18,,2024-07-13
EMP_17529,2020-08-26,,True,5.35,2024-02-14,2023-09-02
EMP_17530,2023-05-19,2023-08-03,False,0.21,2025-06-21,2024-03-21
EMP_17531,2021-09-14,,True,4.3,2024-01-21,2025-02-26
EMP_17532,2013-10-25,,True,12.18,,2025-06-26
EMP_17533,2019-02-02,,True,6.91,2020-06-24,2024-11-05
EMP_17534,2024-02-22,,True,1.86,,2024-08-18
EMP_17535,2023-04-08,,True,2.73,2025-06-22,2025-03-27
EMP_17536,2021-11-20,2023-04-24,False,1.42,2023-12-30,
EMP_17537,2015-11-12,,True,10.14,2017-11-26,2025-03-29
EMP_17538,2016-09-13,,True,9.3,,2023-11-23
EMP_17539,2011-02-20,,True,14.86,2014-09-12,
EMP_17540,2014-01-07,,True,11.98,,2024-07-04
EMP_17541,2013-11-29,,True,12.09,2019-09-19,2025-02-02
EMP_17542,2021-11-28,,True,4.09,2025-05-09,2025-04-04
EMP_17543,2016-11-04,,True,9.16,,2025-04-29
EMP_17544,2011-06-03,,True,14.58,,2024-01-08
EMP_17545,2012-01-17,2021-03-11,False,9.15,2017-02-28,
EMP_17546,2016-07-01,,True,9.5,2024-02-29,2023-12-12
EMP_17547,2021-12-20,,True,4.03,,
EMP_17548,2021-09-07,,True,4.31,2025-03-10,2024-04-30
EMP_17549,2016-06-05,,True,9.57,,2024-10-17
EMP_17550,2024-05-26,,True,1.6,,2024-02-05
EMP_17551,2018-07-28,,True,7.43,2024-10-05,
EMP_17552,2019-09-04,,True,6.32,,2023-07-23
EMP_17553,2019-01-19,,True,6.95,,2025-02-16
EMP_17554,2017-06-14,,True,8.55,,
EMP_17555,2021-11-18,,True,4.12,,2023-09-29
EMP_17556,2015-01-10,,True,10.97,,2025-04-30
EMP_17557,2024-10-29,,True,1.17,,2025-01-04
EMP_17558,2011-12-02,,True,14.08,2016-04-12,2024-12-12
EMP_17559,2011-06-17,2014-03-18,False,2.75,2012-10-02,2025-06-29
EMP_17560,2022-12-31,2024-09-23,False,1.73,2025-06-02,2025-02-21
EMP_17561,2022-08-11,,True,3.39,2025-05-12,2025-03-22
EMP_17562,2014-01-29,2021-01-09,False,6.95,2018-03-01,2024-03-03
EMP_17563,2024-04-04,2025-02-18,False,0.88,2025-04-06,2024-01-22
EMP_17564,2016-06-13,,True,9.55,2024-08-29,
EMP_17565,2014-10-19,,True,11.2,,
EMP_17566,2018-05-24,,True,7.61,2021-06-04,2024-06-14
EMP_17567,2022-08-27,2024-04-20,False,1.65,2024-03-07,2023-08-05
EMP_17568,2018-02-09,2021-04-08,False,3.16,2021-06-21,2024-12-27
EMP_17569,2018-03-24,,True,7.77,,2025-02-11
EMP_17570,2023-02-25,,True,2.85,,
EMP_17571,2019-12-27,,True,6.01,2021-12-05,2023-08-22
EMP_17572,2021-09-03,2023-09-20,False,2.05,,2025-06-15
EMP_17573,2017-06-09,,True,8.56,2024-01-10,2025-01-05
EMP_17574,2016-01-03,2023-11-25,False,7.89,,2023-10-10
EMP_17575,2023-02-25,,True,2.85,2024-05-04,
EMP_17576,2024-11-17,2025-05-23,False,0.51,,2025-03-30
EMP_17577,2022-12-14,,True,3.05,,2024-08-11
EMP_17578,2024-04-13,,True,1.72,,2024-08-18
EMP_17579,2013-10-20,2020-02-15,False,6.32,,
EMP_17580,2021-03-17,,True,4.79,2023-08-30,2023-07-16
EMP_17581,2017-03-10,,True,8.81,,
EMP_17582,2019-06-05,,True,6.57,,
EMP_17583,2014-12-09,,True,11.06,2021-03-15,
EMP_17584,2022-06-08,,True,3.56,,2025-01-12
EMP_17585,2017-05-25,2023-02-10,False,5.71,,2025-03-05
EMP_17586,2023-03-03,,True,2.83,2024-03-14,2024-12-17
EMP_17587,2010-09-20,,True,15.28,,2025-01-14
EMP_17588,2013-12-25,,True,12.02,2024-11-23,2023-07-10
EMP_17589,2011-11-29,,True,14.09,,2025-02-20
EMP_17590,2014-06-03,,True,11.58,2022-08-14,2025-05-21
EMP_17591,2013-12-21,,True,12.03,,
EMP_17592,2011-01-05,2016-10-19,False,5.79,2025-05-31,2025-04-24
EMP_17593,2023-10-31,,True,2.17,2025-02-11,2024-05-25
EMP_17594,2016-02-06,2021-10-28,False,5.72,,2024-10-13
EMP_17595,2014-10-18,,True,11.2,,2024-09-06
EMP_17596,2023-02-23,2023-10-02,False,0.61,2025-02-25,
EMP_17597,2015-04-17,,True,10.71,2021-10-26,2025-05-14
EMP_17598,2023-05-21,,True,2.61,,
EMP_17599,2021-08-06,2023-10-10,False,2.18,2024-04-19,2024-08-25
EMP_17600,2011-12-01,2021-04-03,False,9.34,2021-04-09,2024-05-18
EMP_17601,2012-03-06,,True,13.82,2020-08-01,2024-07-21
EMP_17602,2012-01-14,,True,13.96,,
EMP_17603,2020-11-25,,True,5.1,2024-04-21,
EMP_17604,2013-06-26,,True,12.51,,2024-12-29
EMP_17605,2012-10-13,,True,13.22,,
EMP_17606,2024-07-22,,True,1.44,,2024-10-14
EMP_17607,2024-04-27,,True,1.68,2025-05-22,
EMP_17608,2014-09-26,,True,11.26,,
EMP_17609,2022-01-29,,True,3.92,,2024-12-06
EMP_17610,2015-03-10,2021-04-07,False,6.08,,2024-11-26
EMP_17611,2015-10-26,,True,10.18,,2024-04-09
EMP_17612,2022-08-24,2023-12-16,False,1.31,,2025-04-10
EMP_17613,2019-05-27,,True,6.6,,2023-10-12
EMP_17614,2022-12-23,,True,3.02,,2025-02-26
EMP_17615,2017-07-02,,True,8.5,,
EMP_17616,2017-02-19,,True,8.86,,2024-10-19
EMP_17617,2011-09-26,,True,14.26,,2024-09-03
EMP_17618,2018-03-30,,True,7.76,,
EMP_17619,2023-08-20,,True,2.37,,2023-10-16
EMP_17620,2019-01-02,2023-09-15,False,4.7,,
EMP_17621,2022-04-30,2024-12-21,False,2.64,2024-06-04,
EMP_17622,2011-12-22,,True,14.03,,
EMP_17623,2019-08-19,,True,6.37,,2023-12-21
EMP_17624,2012-12-12,,True,13.05,2014-08-09,2023-12-10
EMP_17625,2016-07-26,2024-06-03,False,7.85,,
EMP_17626,2011-10-16,,True,14.21,,2023-10-07
EMP_17627,2019-03-29,,True,6.76,2023-03-07,2024-09-18
EMP_17628,2014-04-03,2020-11-10,False,6.61,2020-12-12,2025-06-13
EMP_17629,2013-09-08,2021-03-06,False,7.49,,
EMP_17630,2013-02-06,2024-03-03,False,11.07,2017-09-01,2024-03-26
EMP_17631,2023-03-28,2024-01-09,False,0.79,,2024-04-30
EMP_17632,2010-09-10,,True,15.31,,2024-06-05
EMP_17633,2023-11-23,,True,2.11,,2025-04-21
EMP_17634,2012-07-07,,True,13.48,,2024-03-16
EMP_17635,2018-09-02,,True,7.33,2022-06-29,
EMP_17636,2019-08-17,,True,6.37,2024-09-16,
EMP_17637,2024-12-16,,True,1.04,,2025-06-22
EMP_17638,2016-02-15,2023-08-26,False,7.53,,
EMP_17639,2023-01-05,,True,2.99,2024-02-06,
EMP_17640,2015-12-12,,True,10.05,2025-01-23,
EMP_17641,2020-10-05,,True,5.24,,2024-06-09
EMP_17642,2014-12-06,,True,11.07,2016-08-06,
EMP_17643,2021-08-26,,True,4.35,2022-10-30,2024-02-21
EMP_17644,2013-10-12,,True,12.22,,2025-04-29
EMP_17645,2013-06-25,2019-03-24,False,5.74,,2024-05-10
EMP_17646,2022-01-21,,True,3.94,2023-07-09,
EMP_17647,2014-01-25,,True,11.93,,
EMP_17648,2012-08-07,,True,13.4,2023-11-13,
EMP_17649,2024-11-06,,True,1.15,,2024-12-24
EMP_17650,2021-04-10,,True,4.73,2023-05-16,2024-04-27
EMP_17651,2017-12-29,,True,8.01,,2024-09-19
EMP_17652,2012-03-23,2014-05-14,False,2.14,,
EMP_17653,2010-10-11,2015-09-17,False,4.93,2022-10-07,
EMP_17654,2021-05-25,2021-11-01,False,0.44,,
EMP_17655,2011-05-09,,True,14.65,,2025-05-20
EMP_17656,2019-12-01,2024-09-01,False,4.75,,2023-08-14
EMP_17657,2014-06-27,,True,11.51,2024-04-29,
EMP_17658,2010-01-06,,True,15.98,,2023-12-18
EMP_17659,2014-08-05,,True,11.41,,2023-09-26
EMP_17660,2014-01-31,,True,11.92,,2023-10-18
EMP_17661,2019-04-02,,True,6.75,2023-05-27,2023-08-19
EMP_17662,2021-02-25,,True,4.85,,2024-05-07
EMP_17663,2023-07-22,,True,2.44,2024-09-29,2023-11-07
EMP_17664,2015-10-26,,True,10.18,2020-10-02,
EMP_17665,2022-09-26,,True,3.26,2023-11-04,2024-06-15
EMP_17666,2017-08-29,,True,8.34,,2025-06-21
EMP_17667,2012-12-04,2024-06-04,False,11.5,,2023-10-30
EMP_17668,2019-06-05,,True,6.57,,
EMP_17669,2011-04-02,,True,14.75,2019-12-14,2024-03-30
EMP_17670,2014-07-06,,True,11.49,2017-08-01,2024-04-23
EMP_17671,2014-12-03,,True,11.08,,2025-06-27
EMP_17672,2010-12-14,2015-01-01,False,4.05,2016-08-27,2024-06-09
EMP_17673,2013-11-15,,True,12.13,2024-10-16,2024-02-05
EMP_17674,2016-03-08,,True,9.82,2022-05-21,
EMP_17675,2016-07-26,2016-08-27,False,0.09,,
EMP_17676,2012-12-06,2014-10-18,False,1.86,,
EMP_17677,2014-02-24,2018-05-28,False,4.25,,
EMP_17678,2022-05-10,,True,3.64,,2023-09-25
EMP_17679,2011-06-18,2012-11-27,False,1.45,,2024-07-18
EMP_17680,2017-03-11,2022-12-18,False,5.77,,2024-01-08
EMP_17681,2023-04-11,,True,2.72,,
EMP_17682,2014-10-07,,True,11.23,,2025-01-08
EMP_17683,2024-01-04,,True,1.99,2025-01-23,2023-10-15
EMP_17684,2024-04-20,,True,1.7,,2025-02-08
EMP_17685,2011-05-03,,True,14.66,,2024-03-11
EMP_17686,2024-11-14,,True,1.13,,
EMP_17687,2010-03-18,,True,15.79,2019-02-12,
EMP_17688,2018-06-11,,True,7.56,,2025-06-27
EMP_17689,2015-08-15,,True,10.38,2018-06-28,2023-12-22
EMP_17690,2017-07-27,,True,8.43,2020-08-21,2023-08-26
EMP_17691,2016-10-22,,True,9.19,,2024-02-16
EMP_17692,2017-05-10,,True,8.64,,2024-04-09
EMP_17693,2015-02-11,2021-09-24,False,6.62,2020-12-24,2023-07-29
EMP_17694,2017-11-29,2024-03-25,False,6.32,,2025-06-01
EMP_17695,2014-03-31,,True,11.75,2017-04-19,
EMP_17696,2014-05-21,,True,11.61,,2023-11-14
EMP_17697,2016-05-30,,True,9.59,2025-03-03,2024-10-05
EMP_17698,2016-03-22,2024-03-31,False,8.02,2021-04-18,2025-06-28
EMP_17699,2021-06-25,2021-09-01,False,0.19,2025-06-11,
EMP_17700,2013-08-19,,True,12.37,2022-08-25,2025-04-22
EMP_17701,2014-10-20,2018-10-10,False,3.97,,2023-07-02
EMP_17702,2012-01-22,,True,13.94,2020-09-24,2025-02-23
EMP_17703,2021-03-16,,True,4.79,,
EMP_17704,2020-02-05,,True,5.9,2025-05-03,
EMP_17705,2021-12-14,,True,4.05,2023-01-24,2024-10-07
EMP_17706,2015-08-02,,True,10.41,,2024-09-07
EMP_17707,2014-08-06,,True,11.4,,2025-03-25
EMP_17708,2013-04-01,,True,12.75,,2023-07-22
EMP_17709,2018-11-05,2022-10-15,False,3.94,,
EMP_17710,2014-10-03,,True,11.24,2016-08-19,2024-03-04
EMP_17711,2024-09-26,,True,1.26,,
EMP_17712,2021-03-06,2024-01-16,False,2.86,,2024-09-08
EMP_17713,2015-01-04,,True,10.99,2025-04-20,2023-07-29
EMP_17714,2016-08-27,,True,9.34,2025-04-29,2024-12-16
EMP_17715,2021-10-20,,True,4.2,2024-01-27,2024-10-04
EMP_17716,2023-05-21,,True,2.61,,2023-11-15
EMP_17717,2021-07-14,,True,4.47,,
EMP_17718,2019-06-26,,True,6.52,2023-02-20,2023-10-10
EMP_17719,2022-05-17,,True,3.62,2023-09-04,
EMP_17720,2023-05-02,,True,2.67,2024-08-11,2023-11-01
EMP_17721,2021-06-08,,True,4.56,2023-11-02,
EMP_17722,2017-04-09,,True,8.73,2019-11-05,2025-06-21
EMP_17723,2013-04-25,,True,12.68,,2024-01-12
EMP_17724,2010-05-14,,True,15.63,,2024-10-07
EMP_17725,2023-12-02,,True,2.08,,2024-06-11
EMP_17726,2024-05-23,,True,1.61,2025-06-19,2023-10-29
EMP_17727,2020-05-16,2022-10-10,False,2.4,,
EMP_17728,2011-08-10,,True,14.39,,2023-10-18
EMP_17729,2017-12-19,,True,8.03,,2025-02-01
EMP_17730,2010-08-03,,True,15.41,,2025-03-20
EMP_17731,2016-06-20,,True,9.53,2018-08-09,2025-04-14
EMP_17732,2015-12-05,,True,10.07,2021-09-06,2025-06-04
EMP_17733,2010-11-14,,True,15.13,2017-08-23,2024-04-15
EMP_17734,2021-02-11,,True,4.88,,2023-10-16
EMP_17735,2010-03-12,2024-06-20,False,14.28,,2024-08-14
EMP_17736,2022-11-16,,True,3.12,,2024-07-10
EMP_17737,2019-01-26,2022-08-11,False,3.54,2020-12-18,2025-03-06
EMP_17738,2019-05-28,2022-08-06,False,3.19,2023-11-20,2024-04-09
EMP_17739,2012-11-11,,True,13.14,,
EMP_17740,2015-09-17,2024-07-24,False,8.85,2019-05-02,2024-02-23
EMP_17741,2011-10-16,,True,14.21,2022-06-19,2024-06-21
EMP_17742,2014-12-03,,True,11.08,2024-10-12,2025-01-27
EMP_17743,2021-11-12,2022-10-31,False,0.97,,2025-03-28
EMP_17744,2020-11-08,,True,5.14,,
EMP_17745,2024-02-27,2024-08-30,False,0.51,,
EMP_17746,2020-11-28,,True,5.09,,2023-08-17
EMP_17747,2018-06-19,,True,7.53,2025-01-01,2023-12-24
EMP_17748,2024-05-21,,True,1.61,,2024-07-22
EMP_17749,2015-01-24,,True,10.93,2016-06-05,
EMP_17750,2019-10-10,,True,6.23,,2024-04-05
EMP_17751,2018-09-24,,True,7.27,,2024-05-26
EMP_17752,2023-01-15,,True,2.96,,2024-02-06
EMP_17753,2019-09-30,,True,6.25,,2024-03-04
EMP_17754,2011-06-01,,True,14.58,,
EMP_17755,2021-05-23,,True,4.61,2024-09-26,2025-02-14
EMP_17756,2023-01-05,2023-08-17,False,0.61,2024-04-16,2024-02-06
EMP_17757,2016-01-22,,True,9.94,,2025-05-12
EMP_17758,2019-02-13,,True,6.88,,
EMP_17759,2012-07-25,2023-08-11,False,11.04,2018-09-14,2023-07-03
EMP_17760,2024-01-06,,True,1.98,,2025-05-17
EMP_17761,2016-04-11,,True,9.72,,2024-03-26
EMP_17762,2020-06-04,,True,5.57,,2024-05-30
EMP_17763,2024-01-24,2024-08-30,False,0.6,,
EMP_17764,2022-10-20,,True,3.2,2024-10-06,2025-01-19
EMP_17765,2018-02-15,,True,7.87,,2025-01-09
EMP_17766,2015-02-28,2016-04-26,False,1.16,2019-06-07,
EMP_17767,2016-10-14,,True,9.21,,2024-04-06
EMP_17768,2021-03-13,2024-12-17,False,3.76,2024-04-07,2025-04-17
EMP_17769,2022-08-06,2024-10-31,False,2.24,,
EMP_17770,2022-04-06,,True,3.74,2024-02-04,2023-09-07
EMP_17771,2019-10-24,,True,6.19,2024-08-14,2024-03-26
EMP_17772,2022-02-14,,True,3.88,2023-08-12,2024-02-10
EMP_17773,2012-04-18,,True,13.7,,2023-07-27
EMP_17774,2024-08-18,,True,1.37,,2025-02-01
EMP_17775,2013-03-08,,True,12.82,2017-02-25,2025-05-02
EMP_17776,2023-04-28,,True,2.68,2025-05-24,2025-05-20
EMP_17777,2013-07-20,,True,12.45,2018-10-17,2025-01-24
EMP_17778,2010-05-05,2024-06-04,False,14.08,2024-12-09,2024-10-11
EMP_17779,2015-09-12,,True,10.3,,2024-04-08
EMP_17780,2022-01-14,,True,3.96,2023-12-19,2025-03-21
EMP_17781,2010-03-19,,True,15.79,2011-10-03,2024-05-28
EMP_17782,2016-06-10,,True,9.56,,
EMP_17783,2013-02-03,,True,12.91,,2025-01-07
EMP_17784,2017-01-23,,True,8.94,2019-01-06,2023-10-02
EMP_17785,2021-07-08,,True,4.48,,2025-03-27
EMP_17786,2021-09-16,,True,4.29,,2024-07-05
EMP_17787,2016-08-09,,True,9.39,,2023-09-04
EMP_17788,2014-07-30,,True,11.42,2025-06-23,2023-07-04
EMP_17789,2017-09-01,,True,8.33,,2023-10-19
EMP_17790,2021-08-31,,True,4.33,2023-02-20,2024-10-27
EMP_17791,2011-04-29,,True,14.67,,2025-01-10
EMP_17792,2022-01-18,,True,3.95,,2025-05-17
EMP_17793,2011-03-28,2022-09-16,False,11.47,,2025-06-08
EMP_17794,2018-06-29,,True,7.51,,
EMP_17795,2015-01-18,2021-05-19,False,6.33,,2024-07-23
EMP_17796,2012-04-01,,True,13.75,2015-08-27,
EMP_17797,2014-05-07,,True,11.65,2019-12-03,2024-12-07
EMP_17798,2023-08-11,2023-09-30,False,0.14,2025-06-05,2024-05-05
EMP_17799,2013-04-08,2018-07-14,False,5.26,2024-10-03,2023-09-15
EMP_17800,2020-07-09,,True,5.48,,2024-11-18
EMP_17801,2016-07-26,2022-01-30,False,5.51,2021-05-17,2024-05-24
EMP_17802,2011-06-12,,True,14.55,,2024-03-14
EMP_17803,2014-10-07,,True,11.23,,2025-03-01
EMP_17804,2015-10-20,,True,10.2,2018-08-12,2023-12-10
EMP_17805,2023-11-15,,True,2.13,,2025-04-15
EMP_17806,2024-09-06,,True,1.32,,2024-08-11
EMP_17807,2020-01-30,2021-08-09,False,1.52,2024-07-10,2023-08-07
EMP_17808,2019-12-05,,True,6.07,2021-03-23,2024-07-15
EMP_17809,2015-06-18,2022-01-24,False,6.6,,
EMP_17810,2011-09-26,,True,14.26,2016-03-22,2024-06-01
EMP_17811,2014-10-26,,True,11.18,2022-06-22,
EMP_17812,2018-09-16,,True,7.29,,2023-09-03
EMP_17813,2019-10-12,,True,6.22,2021-03-14,
EMP_17814,2013-08-05,,True,12.41,,2025-02-15
EMP_17815,2023-07-30,,True,2.42,2025-03-21,
EMP_17816,2016-07-22,2023-05-08,False,6.79,2022-12-25,2024-04-15
EMP_17817,2017-12-28,,True,8.01,2019-04-17,2024-10-05
EMP_17818,2014-11-02,,True,11.16,2022-03-03,2024-07-13
EMP_17819,2018-05-28,,True,7.59,,2025-01-31
EMP_17820,2014-04-28,,True,11.68,2015-05-02,2025-04-15
EMP_17821,2016-10-14,2019-09-20,False,2.93,2021-01-22,
EMP_17822,2010-12-06,,True,15.07,2025-04-09,2024-03-18
EMP_17823,2021-04-28,,True,4.68,,
EMP_17824,2016-10-23,,True,9.19,,2023-12-22
EMP_17825,2019-09-30,,True,6.25,2021-11-05,2023-09-09
EMP_17826,2019-04-08,,True,6.73,2021-10-20,2023-12-20
EMP_17827,2023-11-17,,True,2.12,2024-11-18,2024-02-29
EMP_17828,2024-09-20,,True,1.28,,2024-08-27
EMP_17829,2023-01-21,,True,2.94,2024-06-03,
EMP_17830,2016-02-14,,True,9.88,,2023-08-19
EMP_17831,2018-08-11,,True,7.39,2025-06-12,
EMP_17832,2019-01-16,2023-07-04,False,4.46,2022-10-24,2024-09-24
EMP_17833,2010-02-03,,True,15.91,,
EMP_17834,2024-03-19,,True,1.79,2025-04-15,2023-12-27
EMP_17835,2019-09-26,,True,6.26,,
EMP_17836,2020-01-08,,True,5.98,2022-12-17,2023-09-17
EMP_17837,2019-05-21,,True,6.61,,2024-11-04
EMP_17838,2020-01-15,2023-12-11,False,3.9,2022-10-23,2023-07-30
EMP_17839,2013-06-08,,True,12.56,,2023-07-13
EMP_17840,2014-08-12,,True,11.39,2020-01-22,2023-08-20
EMP_17841,2017-08-27,2024-02-10,False,6.46,2019-03-09,2025-01-24
EMP_17842,2010-06-26,,True,15.52,2025-01-15,2024-01-07
EMP_17843,2024-01-18,,True,1.95,,2024-10-25
EMP_17844,2011-09-27,,True,14.26,,2024-09-29
EMP_17845,2024-05-19,,True,1.62,2025-06-17,
EMP_17846,2024-06-13,,True,1.55,,2025-05-24
EMP_17847,2014-02-04,,True,11.9,2015-11-12,2023-07-22
EMP_17848,2016-01-01,,True,10.0,,2023-11-12
EMP_17849,2010-07-29,,True,15.43,,
EMP_17850,2019-04-27,,True,6.68,2022-09-11,2025-04-11
EMP_17851,2024-01-19,,True,1.95,,
EMP_17852,2013-06-28,,True,12.51,2015-05-03,
EMP_17853,2016-04-08,2018-02-09,False,1.84,,
EMP_17854,2017-02-25,2021-09-25,False,4.58,,2024-01-01
EMP_17855,2017-12-12,2019-04-21,False,1.36,,2024-12-10
EMP_17856,2024-04-01,,True,1.75,2025-04-10,2024-09-19
EMP_17857,2013-04-14,,True,12.71,2021-04-25,
EMP_17858,2022-01-06,,True,3.98,2023-09-13,
EMP_17859,2012-12-04,,True,13.07,2015-04-10,2025-05-05
EMP_17860,2023-03-04,2024-04-24,False,1.14,2024-08-08,2023-10-13
EMP_17861,2022-12-22,2023-02-18,False,0.16,2023-12-24,2025-05-13
EMP_17862,2016-09-03,,True,9.33,2023-09-05,2025-01-11
EMP_17863,2019-06-24,,True,6.52,,2024-05-20
EMP_17864,2020-01-09,,True,5.98,2025-06-26,
EMP_17865,2016-01-14,,True,9.96,2017-05-22,
EMP_17866,2015-05-31,,True,10.59,,2024-04-11
EMP_17867,2023-05-07,,True,2.65,,2024-09-23
EMP_17868,2020-08-09,,True,5.39,,2023-07-28
EMP_17869,2021-10-28,,True,4.18,2024-12-06,2024-01-15
EMP_17870,2020-06-16,,True,5.54,,2023-10-05
EMP_17871,2015-12-12,2019-09-30,False,3.8,,
EMP_17872,2017-10-23,,True,8.19,,2023-07-08
EMP_17873,2024-06-05,,True,1.57,,
EMP_17874,2022-09-17,,True,3.29,2023-09-26,
EMP_17875,2020-11-18,,True,5.12,2025-01-18,2025-05-23
EMP_17876,2018-01-11,,True,7.97,,
EMP_17877,2019-06-22,,True,6.53,,2024-11-04
EMP_17878,2019-02-23,,True,6.85,,2023-12-20
EMP_17879,2024-11-08,,True,1.14,,2023-08-18
EMP_17880,2021-04-04,,True,4.74,,2023-12-26
EMP_17881,2022-08-14,2024-08-30,False,2.05,,2023-07-06
EMP_17882,2012-11-23,,True,13.1,,2024-06-13
EMP_17883,2022-03-08,,True,3.82,2024-08-11,2025-02-17
EMP_17884,2018-04-28,,True,7.68,,2024-12-25
EMP_17885,2024-04-20,,True,1.7,2025-06-21,
EMP_17886,2024-10-22,2025-03-25,False,0.42,,
EMP_17887,2010-05-23,,True,15.61,2012-05-07,
EMP_17888,2012-09-03,,True,13.33,2016-07-29,
EMP_17889,2010-12-03,2014-01-04,False,3.09,2014-02-26,2024-05-16
EMP_17890,2015-01-01,,True,11.0,,2025-01-19
EMP_17891,2023-02-10,2024-01-04,False,0.9,,2024-04-17
EMP_17892,2023-12-30,,True,2.0,,
EMP_17893,2016-08-20,,True,9.36,2022-07-01,2023-07-13
EMP_17894,2015-07-14,,True,10.47,2022-10-26,2025-01-06
EMP_17895,2011-08-12,,True,14.39,2013-03-24,
